teff,logg,feh,A,lambda0,b,n,A_err,lambda0_err,b_err,n_err,EW_numeric,EW_analytic
6000,5.0,-0.5,0.9992021668352717,4862.690484915067,0.8091496086626067,0.4363373183372228,0.03282024912987659,0.003502464979958586,0.06864746127186983,0.012947839609013493,3.451115546160385,4.302548649602669
6000,5.0,0.0,0.9999990902956772,4862.690901464326,0.9416791959136956,0.3830589941280268,0.04846690077636301,0.004524970600253423,0.13145789957920648,0.016953742488164458,4.288440424398266,7.0850991864401145
6000,5.0,0.5,0.9999999819295513,4862.6795945426375,0.9817285285187656,0.3246084344482391,0.07642627287942824,0.005270172310553525,0.24896856477982707,0.022679346871282962,4.981455468901359,13.048440241647969
6200,3.5,-0.5,0.9999976817096983,4862.684772006446,1.3134241849250734,0.41399675186783286,0.027263413389339755,0.0036058936742726522,0.09749025523364267,0.011215139551853633,4.934358491250416,7.962205399237762
6200,3.5,0.0,0.9997771731586933,4862.6679169679965,1.4840103838535796,0.38478344039652435,0.038511384270121435,0.004496088684002809,0.16551576317425634,0.015060440225222656,5.521090167479949,11.015533040717004
6200,3.5,0.5,0.9999999999873851,4862.621104875604,1.590575200120597,0.35647615160518503,0.05745394493205001,0.0042880024424956625,0.2820561209444377,0.020995038775220676,5.938579025650304,15.026889396601662
6200,4.0,-0.5,0.9999997250372347,4862.690575259398,1.2123594509003406,0.416291878557447,0.025386807577800347,0.00322038022878957,0.08330016196150167,0.010309868187947551,4.677247533090646,7.245316228916669
6200,4.0,0.0,0.9998616126745363,4862.696582232609,1.3664945945848281,0.3817420573996823,0.03823862258186334,0.004351505804878265,0.15216908636309706,0.014532556798179198,5.3060253137159155,10.386083540208105
6200,4.0,0.5,0.9999999999999717,4862.6796779821125,1.4513023986472542,0.35188121017957463,0.055220015258451875,0.005372953295531056,0.25006595969205386,0.019518542309235363,5.72098089320462,14.329757627649371
6200,4.5,-0.5,0.985956107882377,4862.690472489032,1.1222968192160048,0.44771862669751117,0.024590827825497354,0.003480310684652491,0.0713776878626418,0.010826482786819386,4.142034001848073,5.548335017556255
6200,4.5,0.0,0.9991297105960311,4862.685116396324,1.2331966516352273,0.4012423494515894,0.03617226461712334,0.004325994995201228,0.12455225712893633,0.014170224136186219,4.837081629729715,8.120003462652209
6200,4.5,0.5,0.9999999751040791,4862.685467586167,1.3538317513615417,0.3462785735695387,0.05633429962259341,0.005194947861348465,0.24102839113702013,0.019255127456166792,5.5804383823093175,14.136695254568512
6200,5.0,-0.5,0.9804304621587823,4862.696229124698,1.0272999847200384,0.4548507084109722,0.024927619596310076,0.0034144203727353257,0.06566436708704385,0.011041501371462474,3.8320669136209347,4.875624085864254
6200,5.0,0.0,0.9983480025762425,4862.702442360423,1.1684621868307368,0.39828960623043574,0.03856885452391405,0.004359436479564103,0.12655225429611555,0.014806785083764961,4.703961750985573,7.84611333797899
6200,5.0,0.5,0.9999999995077875,4862.691306888076,1.2447002976349397,0.3539545630650739,0.05701771803101354,0.005301765384817665,0.21983495440499998,0.01954706083914445,5.27818703746675,12.045208981408651
6500,3.5,-0.5,0.9999664091650199,4862.679128557415,1.804055555698321,0.41594271468944805,0.021282283834757783,0.0034360122015601336,0.10444890585091719,0.009536386904622506,5.879155348372884,10.804359022206471
6500,3.5,0.0,0.9999998260426374,4862.6848327937305,2.0591745969990414,0.3983353245941635,0.029463337441219362,0.0046460420136997934,0.17092352373042302,0.01303815856539787,6.411893154227764,13.845624899686099
6500,3.5,0.5,0.9999999523970398,4862.685119180511,2.249381886426054,0.37996025821154833,0.03941955086953307,0.005839376329472487,0.2595462560562479,0.01695651678688136,6.792085809572967,17.34082025048423
6500,4.0,-0.5,0.9999904758368541,4862.6848021641335,1.6600644552840707,0.41430315605966844,0.02016645716405396,0.0030734197988540298,0.09133473047570932,0.008802769660883177,5.624091673882917,10.044227396354124
6500,4.0,0.0,0.9999759525808902,4862.690731629889,1.8847444037812628,0.3952456835963996,0.02774389114404878,0.004085814836099535,0.14831309892413871,0.011886231187349366,6.151486709909323,12.95150323375529
